!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:54:32 2026

BEGIN CH1_DATA
DCV(V), +4.164e-005, DCI(A), -3.882e-007
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+5.48922459050e+007, +2.59577796974e+002, -5.56058702007e+001, -6.21041795687e-007, +1.46630945557e+002
+5.52949523950e+007, +2.54298532732e+002, -5.51964810428e+001, -6.01010468732e-007, +1.45144447596e+002
+5.57006132630e+007, +2.49018327042e+002, -5.47636111976e+001, -5.81160163313e-007, +1.43671415689e+002
+5.61092501850e+007, +2.43774126531e+002, -5.43133385564e+001, -5.61625230196e-007, +1.42206158656e+002
+5.65208849940e+007, +2.38565860140e+002, -5.38467801856e+001, -5.42414068358e-007, +1.40741121251e+002
+5.69355396830e+007, +2.33375140742e+002, -5.33562687944e+001, -5.23433757023e-007, +1.39287024945e+002
+5.73532364070e+007, +2.28246614318e+002, -5.28533347588e+001, -5.04864925770e-007, +1.37828404682e+002
+5.77739974830e+007, +2.23170444150e+002, -5.23318323153e+001, -4.86642423248e-007, +1.36376637296e+002
+5.81978453930e+007, +2.18106733039e+002, -5.17723386746e+001, -4.68555121645e-007, +1.34961768100e+002
+5.86248027820e+007, +2.13077113130e+002, -5.11739349748e+001, -4.50653190629e-007, +1.33590461067e+002
+5.90548924620e+007, +2.08095686593e+002, -5.05360611117e+001, -4.32970752898e-007, +1.32264046295e+002
+5.94881374140e+007, +2.03140546776e+002, -4.98534057582e+001, -4.15437350606e-007, +1.30973946967e+002
+5.99245607840e+007, +1.98208820555e+002, -4.91179959240e+001, -3.98009998101e-007, +1.29728342370e+002
+6.03641858910e+007, +1.93281923258e+002, -4.83698199093e+001, -3.80901920761e-007, +1.28401050574e+002
+6.08070362240e+007, +1.88468813789e+002, -4.75387272622e+001, -3.63919629209e-007, +1.27233734561e+002
+6.12531354440e+007, +1.83712696038e+002, -4.66585002143e+001, -3.47160358679e-007, +1.26090346310e+002
+6.17025073850e+007, +1.79036685960e+002, -4.57265319027e+001, -3.30660348940e-007, +1.24982609251e+002
+6.21551760580e+007, +1.74428318751e+002, -4.47344709496e+001, -3.14356754197e-007, +1.23909719409e+002
+6.26111656490e+007, +1.69881664453e+002, -4.36794591467e+001, -2.98233207967e-007, +1.22860931365e+002
+6.30705005200e+007, +1.65415377029e+002, -4.25643382854e+001, -2.82347979724e-007, +1.21831442659e+002
+6.35332052140e+007, +1.61023543276e+002, -4.13776499652e+001, -2.66638480562e-007, +1.20827071635e+002
+6.39993044520e+007, +1.56705982329e+002, -4.01174995132e+001, -2.51106038382e-007, +1.19836925037e+002
+6.44688231390e+007, +1.52478275181e+002, -3.87800910141e+001, -2.35767334870e-007, +1.18865300693e+002
+6.49417863590e+007, +1.48360843853e+002, -3.73654896273e+001, -2.20663426112e-007, +1.17914277589e+002
+6.54182193850e+007, +1.44344558168e+002, -3.58535664533e+001, -2.05687873113e-007, +1.16993657809e+002
+6.58981476700e+007, +1.40456622734e+002, -3.42469065615e+001, -1.90902931557e-007, +1.16104272326e+002
+6.63815968570e+007, +1.36717505572e+002, -3.25431241184e+001, -1.76329814912e-007, +1.15251053100e+002
+6.68685927780e+007, +1.33112754074e+002, -3.07258224720e+001, -1.61874840093e-007, +1.14426663749e+002
+6.73591614510e+007, +1.29670863679e+002, -2.88000492490e+001, -1.47601774138e-007, +1.13631390353e+002
+6.78533290870e+007, +1.26410203749e+002, -2.67622522399e+001, -1.33512772299e-007, +1.12869480627e+002
+6.83511220900e+007, +1.23327669084e+002, -2.46039857001e+001, -1.19560400042e-007, +1.12130398384e+002
+6.88525670560e+007, +1.20442182301e+002, -2.23260853580e+001, -1.05760137113e-007, +1.11413458785e+002
+6.93576907780e+007, +1.17783240857e+002, -1.99364832348e+001, -9.21585505459e-008, +1.10724632437e+002
+6.98665202440e+007, +1.15339041508e+002, -1.74208344933e+001, -7.86613511714e-008, +1.10048615575e+002
+7.03790826390e+007, +1.13148074885e+002, -1.47871368353e+001, -6.53060173622e-008, +1.09400691317e+002
+7.08954053510e+007, +1.11238492977e+002, -1.20563091828e+001, -5.21601971116e-008, +1.08784882934e+002
+7.14155159660e+007, +1.09613240304e+002, -9.22794785686e+000, -3.91736342901e-008, +1.08194643336e+002
+7.19394422740e+007, +1.08284979550e+002, -6.30390158422e+000, -2.63045886826e-008, +1.07630232335e+002
+7.24672122670e+007, +1.07293621646e+002, -3.31247353494e+000, -1.36157104737e-008, +1.07114362010e+002
+7.29988541430e+007, +1.06637287824e+002, -2.62215676141e-001, -1.06401483391e-009, +1.06636171088e+002
+7.35343963090e+007, +1.06303780594e+002, +2.83788529652e+000, +1.13912905189e-008, +1.06173411593e+002
+7.40738673780e+007, +1.06306718270e+002, +5.95216803759e+000, +2.36857388506e-008, +1.05733598745e+002
+7.46172961730e+007, +1.06650587780e+002, +9.06225007389e+000, +3.58298523817e-008, +1.05319353444e+002
+7.51647117300e+007, +1.07323494892e+002, +1.21627643300e+001, +4.78788736479e-008, +1.04914407052e+002
+7.57161432970e+007, +1.08322275266e+002, +1.52095580953e+001, +5.97352592638e-008, +1.04528043047e+002
+7.62716203360e+007, +1.09656187852e+002, +1.81918592719e+001, +7.14369853884e-008, +1.04175178933e+002
+7.68311725270e+007, +1.11320994502e+002, +2.11128168630e+001, +8.30634728661e-008, +1.03848348041e+002
+7.73948297650e+007, +1.13305105318e+002, +2.39443733479e+001, +9.45633168776e-008, +1.03554058291e+002
+7.79626221680e+007, +1.15597504728e+002, +2.66707296070e+001, +1.05924280844e-007, +1.03298024202e+002
+7.85345800700e+007, +1.18193567796e+002, +2.93055511167e+001, +1.17240162570e-007, +1.03067374166e+002
+7.91107340330e+007, +1.21066632702e+002, +3.18268068270e+001, +1.28443138940e-007, +1.02863786812e+002
+7.96911148400e+007, +1.24198443405e+002, +3.42240932518e+001, +1.39506911939e-007, +1.02692755301e+002
+8.02757534990e+007, +1.27580331932e+002, +3.65091846486e+001, +1.50487744870e-007, +1.02544158810e+002
+8.08646812490e+007, +1.31199357377e+002, +3.86772111660e+001, +1.61371138068e-007, +1.02424587018e+002
+8.14579295550e+007, +1.35028645118e+002, +4.07193459198e+001, +1.72106089720e-007, +1.02340115654e+002
+8.20555301130e+007, +1.39067038649e+002, +4.26498479330e+001, +1.82749467082e-007, +1.02284908250e+002
+8.26575148550e+007, +1.43302952990e+002, +4.44743412808e+001, +1.93311070183e-007, +1.02255866353e+002
+8.32639159420e+007, +1.47716118071e+002, +4.61869623236e+001, +2.03746117744e-007, +1.02264960571e+002
+8.38747657750e+007, +1.52303117503e+002, +4.78022066898e+001, +2.14099887223e-007, +1.02300794355e+002
+8.44900969920e+007, +1.57054692848e+002, +4.93247843804e+001, +2.24374203201e-007, +1.02363599569e+002
+8.51099424680e+007, +1.61934653650e+002, +5.07541447848e+001, +2.34512781203e-007, +1.02447846449e+002
+8.57343353230e+007, +1.66973383347e+002, +5.20940281026e+001, +2.44568564940e-007, +1.02583010479e+002
+8.63633089160e+007, +1.72163185733e+002, +5.33587324498e+001, +2.54574842199e-007, +1.02747497689e+002
+8.69968968550e+007, +1.77481038048e+002, +5.45443885395e+001, +2.64480806587e-007, +1.02951792223e+002
+8.76351329900e+007, +1.82924882058e+002, +5.56579911110e+001, +2.74302020773e-007, +1.03193704064e+002
+8.82780514230e+007, +1.88501738597e+002, +5.67088405502e+001, +2.84074960799e-007, +1.03467444868e+002
+8.89256865050e+007, +1.94198906005e+002, +5.76923710798e+001, +2.93761164986e-007, +1.03792497145e+002
+8.95780728380e+007, +2.00006348754e+002, +5.86211155935e+001, +3.03381592876e-007, +1.04142312111e+002
+9.02352452780e+007, +2.05948759304e+002, +5.94938537805e+001, +3.12965201711e-007, +1.04545931081e+002
+9.08972389390e+007, +2.12004398398e+002, +6.03184176029e+001, +3.22499831141e-007, +1.04980215702e+002
+9.15640891900e+007, +2.18178114755e+002, +6.10909329628e+001, +3.31976042840e-007, +1.05471864776e+002
+9.22358316610e+007, +2.24486768511e+002, +6.18250652495e+001, +3.41458951276e-007, +1.05994834304e+002
+9.29125022420e+007, +2.30894145002e+002, +6.25182473702e+001, +3.50880951947e-007, +1.06549820041e+002
+9.35941370880e+007, +2.37390084482e+002, +6.31687065204e+001, +3.60216949930e-007, +1.07149570926e+002
+9.42807726170e+007, +2.43976550618e+002, +6.37797847703e+001, +3.69476798937e-007, +1.07794304670e+002
+9.49724455180e+007, +2.50673360524e+002, +6.43572214804e+001, +3.78705037913e-007, +1.08481142783e+002
+9.56691927440e+007, +2.57335998573e+002, +6.49044851563e+001, +3.87691197271e-007, +1.09143539523e+002
+9.63710515240e+007, +2.64142111753e+002, +6.54228018028e+001, +3.96704331693e-007, +1.09861700199e+002
+9.70780593570e+007, +2.71095974384e+002, +6.59043241146e+001, +4.05722101542e-007, +1.10678067469e+002
+9.77902540170e+007, +2.78153543107e+002, +6.63508610738e+001, +4.14680538670e-007, +1.11577063363e+002
+9.85076735580e+007, +2.85329314915e+002, +6.67694818176e+001, +4.23620246557e-007, +1.12542848126e+002
+9.92303563110e+007, +2.92731862768e+002, +6.71377386052e+001, +4.32626729785e-007, +1.13731338824e+002
+9.99583408880e+007, +3.00270503029e+002, +6.74737219404e+001, +4.41617781467e-007, +1.15035767328e+002
+1.00691666184e+008, +3.07929923399e+002, +6.77983002968e+001, +4.50633555045e-007, +1.16356942198e+002
+1.01430371382e+008, +3.15713673304e+002, +6.81051017440e+001, +4.59655423420e-007, +1.17731259275e+002
+1.02174495950e+008, +3.23603286248e+002, +6.83993833849e+001, +4.68670112570e-007, +1.19129553037e+002
+1.02924079645e+008, +3.31606216225e+002, +6.86854503313e+001, +4.77699508765e-007, +1.20534818007e+002
+1.03679162518e+008, +3.39701314440e+002, +6.89740283937e+001, +4.86745558137e-007, +1.21881806725e+002
+1.04439784913e+008, +3.47928491447e+002, +6.92329944062e+001, +4.95757974218e-007, +1.23364509028e+002
+1.05205987469e+008, +3.56275916240e+002, +6.94823443489e+001, +5.04781821514e-007, +1.24873283344e+002
+1.05977811123e+008, +3.64753936257e+002, +6.97116184706e+001, +5.13794146608e-007, +1.26476770974e+002
+1.06755297115e+008, +3.73356480498e+002, +6.99214656970e+001, +5.22784956773e-007, +1.28176207448e+002
+1.07538486984e+008, +3.81998967520e+002, +7.01348582747e+001, +5.31710096396e-007, +1.29806085046e+002
+1.08327422577e+008, +3.90777645919e+002, +7.03233370266e+001, +5.40606753285e-007, +1.31579429720e+002
+1.09122146044e+008, +3.99725305550e+002, +7.04837364982e+001, +5.49505133913e-007, +1.33537998064e+002
+1.09922699849e+008, +4.08811853472e+002, +7.06271104379e+001, +5.58396593773e-007, +1.35608939533e+002
+1.10729126764e+008, +4.17868101521e+002, +7.07675619568e+001, +5.67096396049e-007, +1.37646276358e+002
+1.11541469877e+008, +4.26254470715e+002, +7.09343065745e+001, +5.74845325787e-007, +1.39236892509e+002
+1.12359772589e+008, +4.34341828315e+002, +7.11021135741e+001, +5.82072044370e-007, +1.40675725026e+002
+1.13184078623e+008, +4.43481706963e+002, +7.11306031124e+001, +5.90092608815e-007, +1.43427325373e+002
+1.14014432022e+008, +4.54001689399e+002, +7.10268960074e+001, +5.99318911117e-007, +1.47606967663e+002
+1.14850877149e+008, +4.64645127807e+002, +7.09351638041e+001, +6.08566073251e-007, +1.51770708520e+002
+1.15693458697e+008, +4.75151306195e+002, +7.08750343628e+001, +6.17569740982e-007, +1.55673638527e+002
+1.16542221683e+008, +4.85533596442e+002, +7.08302621092e+001, +6.26298033978e-007, +1.59433601982e+002
+1.17397211457e+008, +4.95819450167e+002, +7.08098324338e+001, +6.34829307379e-007, +1.62978123643e+002
+1.18258473700e+008, +5.06708348803e+002, +7.08299172847e+001, +6.44124675936e-007, +1.66389589400e+002
+1.19126054430e+008, +5.17409217047e+002, +7.08551672167e+001, +6.53037377945e-007, +1.69688079140e+002
+1.20000000000e+008, +5.28103087910e+002, +7.08882516703e+001, +6.61812666709e-007, +1.72907103949e+002
END
