!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:07:18 2026

BEGIN CH1_DATA
DCV(V), -5.838e-005, DCI(A), +2.609e-006
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+8.76424364200e+006, +1.13271698015e+003, -6.99860220076e+001, -1.93274402338e-005, +3.87671686923e+002
+8.82854084300e+006, +1.10970785967e+003, -7.04311465187e+001, -1.88495613074e-005, +3.71684894701e+002
+8.89330974900e+006, +1.08743784706e+003, -7.08700488085e+001, -1.83861502573e-005, +3.56366239659e+002
+8.95855381900e+006, +1.06591565481e+003, -7.12771497083e+001, -1.79346457462e-005, +3.42149038490e+002
+9.02427654000e+006, +1.04501589969e+003, -7.16505646877e+001, -1.74931255171e-005, +3.28983035243e+002
+9.09048142300e+006, +1.02479334489e+003, -7.19931398147e+001, -1.70631406601e-005, +3.16795252988e+002
+9.15717200500e+006, +1.00521799720e+003, -7.22937443009e+001, -1.66434166505e-005, +3.05724059515e+002
+9.22435185100e+006, +9.86260347454e+002, -7.25443712587e+001, -1.62330918676e-005, +2.95845683471e+002
+9.29202454800e+006, +9.67863292162e+002, -7.27893536225e+001, -1.58353896515e-005, +2.86376761904e+002
+9.36019371300e+006, +9.49904074084e+002, -7.30302763203e+001, -1.54483271129e-005, +2.77245017814e+002
+9.42886298900e+006, +9.32473676107e+002, -7.32664895855e+001, -1.50732233166e-005, +2.68478445118e+002
+9.49803604300e+006, +9.15392134188e+002, -7.34943902001e+001, -1.47067889870e-005, +2.60071346047e+002
+9.56771657200e+006, +8.98674263562e+002, -7.37022160107e+001, -1.43483574071e-005, +2.52194587095e+002
+9.63790830000e+006, +8.82360183058e+002, -7.39130868546e+001, -1.40002385259e-005, +2.44497767648e+002
+9.70861497500e+006, +8.66622989472e+002, -7.41258605371e+001, -1.36649208211e-005, +2.37043146272e+002
+9.77984037600e+006, +8.51251533438e+002, -7.43378845661e+001, -1.33387193674e-005, +2.29807137080e+002
+9.85158830900e+006, +8.36375463493e+002, -7.45549051816e+001, -1.30238947372e-005, +2.22739188868e+002
+9.92386260800e+006, +8.22065253420e+002, -7.47975741601e+001, -1.27225867571e-005, +2.15570201111e+002
+9.99666713200e+006, +8.08152300051e+002, -7.50421564612e+001, -1.24304653245e-005, +2.08590797545e+002
+1.00700057730e+007, +7.94512850655e+002, -7.52712483816e+001, -1.21445328843e-005, +2.01999567167e+002
+1.01438824490e+007, +7.81100660038e+002, -7.54843054422e+001, -1.18640709909e-005, +1.95779124370e+002
+1.02183011080e+007, +7.67973469168e+002, -7.56857556823e+001, -1.15902003831e-005, +1.89873693185e+002
+1.02932657240e+007, +7.54932265303e+002, -7.58623353981e+001, -1.13192474015e-005, +1.84394112113e+002
+1.03687803040e+007, +7.41851270386e+002, -7.60027101065e+001, -1.10488872933e-005, +1.79436017926e+002
+1.04448488830e+007, +7.29267755979e+002, -7.61496142631e+001, -1.07892257743e-005, +1.74577495826e+002
+1.05214755240e+007, +7.17130869143e+002, -7.62993758429e+001, -1.05391481403e-005, +1.69851535396e+002
+1.05986643210e+007, +7.05445326741e+002, -7.64529781650e+001, -1.02985989793e-005, +1.65245838044e+002
+1.06764194000e+007, +6.94143274154e+002, -7.66055023355e+001, -1.00662184899e-005, +1.60801401296e+002
+1.07547449140e+007, +6.83688402568e+002, -7.67911345237e+001, -9.84994074771e-006, +1.56223833002e+002
+1.08336450480e+007, +6.73376411603e+002, -7.69681298964e+001, -9.63765818380e-006, +1.51841668128e+002
+1.09131240180e+007, +6.63196734417e+002, -7.71319271148e+001, -9.42902976437e-006, +1.47698496775e+002
+1.09931860700e+007, +6.53162306339e+002, -7.72838017125e+001, -9.22428326398e-006, +1.43775388167e+002
+1.10738354830e+007, +6.43211472660e+002, -7.74227479064e+001, -9.02250496608e-006, +1.40063003081e+002
+1.11550765640e+007, +6.33043416260e+002, -7.75262504387e+001, -8.81874225309e-006, +1.36732500181e+002
+1.12369136550e+007, +6.23204043516e+002, -7.76291329279e+001, -8.62185478237e-006, +1.33514421163e+002
+1.13193511280e+007, +6.13656102550e+002, -7.77325877687e+001, -8.43125573708e-006, +1.30386361705e+002
+1.14023933880e+007, +6.04315755899e+002, -7.78347926183e+001, -8.24563983376e-006, +1.27348200064e+002
+1.14860448710e+007, +5.95197917450e+002, -7.79360126283e+001, -8.06514247162e-006, +1.24398713816e+002
+1.15703100480e+007, +5.86440204804e+002, -7.80450426668e+001, -7.89179319168e-006, +1.21476785665e+002
+1.16551934200e+007, +5.78031370199e+002, -7.81628142645e+001, -7.72532813916e-006, +1.18572330396e+002
+1.17406995230e+007, +5.69713524966e+002, -7.82736031548e+001, -7.56175715605e-006, +1.15787672897e+002
+1.18268329250e+007, +5.61544496167e+002, -7.83762004466e+001, -7.40178692839e-006, +1.13142680676e+002
+1.19135982280e+007, +5.53530578195e+002, -7.84763627907e+001, -7.24561101882e-006, +1.10580011721e+002
+1.20010000690e+007, +5.45633894106e+002, -7.85681994235e+001, -7.09253672505e-006, +1.08145393342e+002
+1.20890431160e+007, +5.37853179896e+002, -7.86551243924e+001, -6.94260120279e-006, +1.05803319299e+002
+1.21777320740e+007, +5.30158212702e+002, -7.87376244770e+001, -6.79539146228e-006, +1.03541044522e+002
+1.22670716820e+007, +5.22605874593e+002, -7.88127682882e+001, -6.65153410102e-006, +1.01393766453e+002
+1.23570667130e+007, +5.15182033336e+002, -7.88842344238e+001, -6.51089271277e-006, +9.93229606163e+001
+1.24477219760e+007, +5.07841544442e+002, -7.89465980863e+001, -6.37273966558e-006, +9.73653246143e+001
+1.25390423130e+007, +5.00535767657e+002, -7.90023546245e+001, -6.23649999216e-006, +9.54865348322e+001
+1.26310326040e+007, +4.93403051285e+002, -7.90532470218e+001, -6.10390746623e-006, +9.36955874171e+001
+1.27236977650e+007, +4.86387471936e+002, -7.91065393538e+001, -5.97436755080e-006, +9.19191424123e+001
+1.28170427460e+007, +4.79508307817e+002, -7.91568512238e+001, -5.84796041450e-006, +9.02055873280e+001
+1.29110725350e+007, +4.72811919972e+002, -7.92099031487e+001, -5.72531053661e-006, +8.85158432960e+001
+1.30057921550e+007, +4.66196686072e+002, -7.92646494465e+001, -5.60511082909e-006, +8.68397788211e+001
+1.31012066680e+007, +4.59765701602e+002, -7.93195906652e+001, -5.48852758984e-006, +8.52086662062e+001
+1.31973211710e+007, +4.53405407293e+002, -7.93736122345e+001, -5.37413429887e-006, +8.36097821956e+001
+1.32941408000e+007, +4.47121464028e+002, -7.94227559550e+001, -5.26189981029e-006, +8.20740394861e+001
+1.33916707280e+007, +4.41285345645e+002, -7.93742985728e+001, -5.15458048192e-006, +8.13695985918e+001
+1.34899161650e+007, +4.35149151739e+002, -7.94176032445e+001, -5.04660049093e-006, +7.99148589619e+001
+1.35888823610e+007, +4.29052139900e+002, -7.94567327484e+001, -4.94028127101e-006, +7.85070957195e+001
+1.36885746040e+007, +4.23023214853e+002, -7.94905821253e+001, -4.83591870869e-006, +7.71582260285e+001
+1.37889982200e+007, +4.17110482174e+002, -7.95259946119e+001, -4.73414019709e-006, +7.58262694161e+001
+1.38901585740e+007, +4.11310959928e+002, -7.95596548914e+001, -4.63482024215e-006, +7.45343530087e+001
+1.39920610730e+007, +4.05633340488e+002, -7.95920456977e+001, -4.53802555015e-006, +7.32799716303e+001
+1.40947111590e+007, +4.00178029039e+002, -7.96349681053e+001, -4.44499910905e-006, +7.19995626042e+001
+1.41981143180e+007, +3.94785701735e+002, -7.96738600836e+001, -4.35370681881e-006, +7.07657602496e+001
+1.43022760750e+007, +3.89452874220e+002, -7.97101741082e+001, -4.26410855182e-006, +6.95669941358e+001
+1.44072019950e+007, +3.84122604978e+002, -7.97369028141e+001, -4.17547077707e-006, +6.84385413224e+001
+1.45128976840e+007, +3.78792221635e+002, -7.97593991215e+001, -4.08783151677e-006, +6.73424825037e+001
+1.46193687880e+007, +3.73421288988e+002, -7.97698574489e+001, -4.00065254559e-006, +6.63205500229e+001
+1.47266209980e+007, +3.68001369760e+002, -7.97623292681e+001, -3.91377996677e-006, +6.54055418962e+001
+1.48346600440e+007, +3.62679064497e+002, -7.97593412058e+001, -3.82904859477e-006, +6.44782121028e+001
+1.49434916970e+007, +3.57462970414e+002, -7.97561777300e+001, -3.74645594582e-006, +6.35703007938e+001
+1.50531217720e+007, +3.52673192667e+002, -7.97617292907e+001, -3.66940065303e-006, +6.26848718007e+001
+1.51635561280e+007, +3.47619351797e+002, -7.97618932413e+001, -3.59047879433e-006, +6.17856126748e+001
+1.52748006650e+007, +3.42739137576e+002, -7.97794958801e+001, -3.51448512501e-006, +6.08145829485e+001
+1.53868613250e+007, +3.37910205244e+002, -7.97908721928e+001, -3.43985683786e-006, +5.98917219687e+001
+1.54997440980e+007, +3.33106631088e+002, -7.97922076342e+001, -3.36627562842e-006, +5.90326880427e+001
+1.56134550130e+007, +3.28358875427e+002, -7.97888444026e+001, -3.29409465799e-006, +5.82102667743e+001
+1.57280001470e+007, +3.23692785752e+002, -7.97785148018e+001, -3.22353014742e-006, +5.74405112588e+001
+1.58433856190e+007, +3.18989793153e+002, -7.97408995309e+001, -3.15318539765e-006, +5.68120316042e+001
+1.59596175950e+007, +3.14337454785e+002, -7.97005297762e+001, -3.08417397997e-006, +5.62013735744e+001
+1.60767022850e+007, +3.09702099745e+002, -7.96642076554e+001, -3.01621487202e-006, +5.55657620200e+001
+1.61946459440e+007, +3.05153982665e+002, -7.96265140169e+001, -2.94992162101e-006, +5.49472380258e+001
+1.63134548740e+007, +3.00668657984e+002, -7.95868557184e+001, -2.88502758760e-006, +5.43442912233e+001
+1.64331354230e+007, +2.96170430321e+002, -7.95506044330e+001, -2.82083986584e-006, +5.37155513373e+001
+1.65536939860e+007, +2.91743400591e+002, -7.95235114301e+001, -2.75819752727e-006, +5.30482946731e+001
+1.66751370030e+007, +2.87387559921e+002, -7.94897271034e+001, -2.69693431736e-006, +5.24228867316e+001
+1.67974709640e+007, +2.83082605990e+002, -7.94479813628e+001, -2.63683088533e-006, +5.18403922178e+001
+1.69207024050e+007, +2.78814270949e+002, -7.94000959896e+001, -2.57775616030e-006, +5.12878025750e+001
+1.70448379100e+007, +2.74819116860e+002, -7.93537984530e+001, -2.52193253761e-006, +5.07711552861e+001
+1.71698841120e+007, +2.70693489435e+002, -7.92846764546e+001, -2.46542065955e-006, +5.03298794059e+001
+1.72958476900e+007, +2.66576036535e+002, -7.92090904076e+001, -2.40963371908e-006, +4.99098223839e+001
+1.74227353770e+007, +2.62480830622e+002, -7.91323412159e+001, -2.35473341093e-006, +4.94884339287e+001
+1.75505539510e+007, +2.58407044293e+002, -7.90522101003e+001, -2.30068396709e-006, +4.90752239768e+001
+1.76793102420e+007, +2.54362179676e+002, -7.89703938732e+001, -2.24755458409e-006, +4.86636057893e+001
+1.78090111280e+007, +2.50323924518e+002, -7.88883372454e+001, -2.19514839413e-006, +4.82428543017e+001
+1.79396635410e+007, +2.46303343040e+002, -7.88036751788e+001, -2.14353615661e-006, +4.78250719527e+001
+1.80712744590e+007, +2.42319637648e+002, -7.87119629249e+001, -2.09284204146e-006, +4.74319839232e+001
+1.82038509170e+007, +2.38364479420e+002, -7.86146663411e+001, -2.04299372492e-006, +4.70546756938e+001
+1.83373999960e+007, +2.34445736485e+002, -7.85117946248e+001, -1.99404795556e-006, +4.66936682607e+001
+1.84719288320e+007, +2.30555905952e+002, -7.84012055268e+001, -1.94591477553e-006, +4.63549503555e+001
+1.86074446140e+007, +2.26714781377e+002, -7.82855026676e+001, -1.89876834731e-006, +4.60310487575e+001
+1.87439545810e+007, +2.22888194436e+002, -7.81592100521e+001, -1.85227356289e-006, +4.57350692302e+001
+1.88814660280e+007, +2.19076216734e+002, -7.80267663789e+001, -1.80645489268e-006, +4.54483941726e+001
+1.90199863010e+007, +2.15275495947e+002, -7.78830325068e+001, -1.76124399687e-006, +4.51880731486e+001
+1.91595228010e+007, +2.11485736666e+002, -7.77298183342e+001, -1.71664529045e-006, +4.49453453911e+001
+1.93000829850e+007, +2.07709275076e+002, -7.75604799119e+001, -1.67262943809e-006, +4.47424350344e+001
+1.94416743610e+007, +2.03943856933e+002, -7.73838489105e+001, -1.62923034253e-006, +4.45450773791e+001
+1.95843044960e+007, +2.00192059471e+002, -7.71976527313e+001, -1.58644829038e-006, +4.43602475459e+001
+1.97279810090e+007, +1.96470105732e+002, -7.70025869491e+001, -1.54440937311e-006, +4.41875139655e+001
+1.98727115780e+007, +1.92756202925e+002, -7.67979215905e+001, -1.50293024300e-006, +4.40228541336e+001
+2.00185039350e+007, +1.89041308081e+002, -7.65831808844e+001, -1.46193353761e-006, +4.38639070648e+001
+2.01653658700e+007, +1.85346348816e+002, -7.63572636234e+001, -1.42157050455e-006, +4.37170917200e+001
+2.03133052290e+007, +1.81669428430e+002, -7.61171745245e+001, -1.38180253909e-006, +4.35892280921e+001
+2.04623299170e+007, +1.78014088086e+002, -7.58635551363e+001, -1.34265480175e-006, +4.34767156551e+001
+2.06124478970e+007, +1.74376975727e+002, -7.55969979965e+001, -1.30409963553e-006, +4.33746397743e+001
+2.07636671880e+007, +1.70755622170e+002, -7.53123204795e+001, -1.26608330681e-006, +4.32950784898e+001
+2.09159958710e+007, +1.67166484468e+002, -7.50142121858e+001, -1.22874969353e-006, +4.32258159047e+001
+2.10694420840e+007, +1.63583719384e+002, -7.46946125540e+001, -1.19185682132e-006, +4.31801711653e+001
+2.12240140260e+007, +1.60011433649e+002, -7.43565731471e+001, -1.15545005903e-006, +4.31470453601e+001
+2.13797199550e+007, +1.56459217811e+002, -7.39968654989e+001, -1.11957733428e-006, +4.31342329181e+001
+2.15365681920e+007, +1.52914115880e+002, -7.36133266419e+001, -1.08413083653e-006, +4.31398732843e+001
+2.16945671150e+007, +1.49395126551e+002, -7.32039843854e+001, -1.04923216231e-006, +4.31699961531e+001
+2.18537251680e+007, +1.45885506786e+002, -7.27685089704e+001, -1.01475869771e-006, +4.32161082614e+001
+2.20140508530e+007, +1.42383436225e+002, -7.23057466926e+001, -9.80690890071e-007, +4.32756668838e+001
+2.21755527370e+007, +1.38874286784e+002, -7.18109650400e+001, -9.46903377148e-007, +4.33500406428e+001
+2.23382394490e+007, +1.35370836365e+002, -7.12823851067e+001, -9.13476727025e-007, +4.34410677478e+001
+2.25021196800e+007, +1.31857067217e+002, -7.07150123044e+001, -8.80279030800e-007, +4.35480501728e+001
+2.26672021880e+007, +1.28347139975e+002, -7.01088425072e+001, -8.47410064797e-007, +4.36681160989e+001
+2.28334957920e+007, +1.24851264864e+002, -6.94596254145e+001, -8.14917703852e-007, +4.38062310154e+001
+2.30010093780e+007, +1.21370488589e+002, -6.87619604770e+001, -7.82782594756e-007, +4.39656674302e+001
+2.31697518950e+007, +1.17908187592e+002, -6.80139582326e+001, -7.51019656766e-007, +4.41425503306e+001
+2.33397323590e+007, +1.14461911479e+002, -6.72099625019e+001, -7.19587226860e-007, +4.43374267376e+001
+2.35109598520e+007, +1.11046151768e+002, -6.63468204347e+001, -6.88564093101e-007, +4.45516483351e+001
+2.36834435240e+007, +1.07652067986e+002, -6.54124404302e+001, -6.57835786169e-007, +4.47922345059e+001
+2.38571925880e+007, +1.04275544273e+002, -6.44011613523e+001, -6.27355013577e-007, +4.50540705021e+001
+2.40322163300e+007, +1.00920284681e+002, -6.33027401210e+001, -5.97100257818e-007, +4.53410894111e+001
+2.42085241000e+007, +9.75975638679e+001, -6.21099826912e+001, -5.67110853731e-007, +4.56537812433e+001
+2.43861253180e+007, +9.43035541287e+001, -6.08105242528e+001, -5.37310642059e-007, +4.59917782870e+001
+2.45650294740e+007, +9.10502361145e+001, -5.93940173087e+001, -5.07726820026e-007, +4.63565241354e+001
+2.47452461260e+007, +8.78453506846e+001, -5.78474600437e+001, -4.78346919261e-007, +4.67491137971e+001
+2.49267849030e+007, +8.47008253234e+001, -5.61592679226e+001, -4.49187404427e-007, +4.71687232160e+001
+2.51096555050e+007, +8.16158995029e+001, -5.43110273695e+001, -4.20160189257e-007, +4.76134836786e+001
+2.52938677010e+007, +7.86193222940e+001, -5.22896749218e+001, -3.91356797065e-007, +4.80890505179e+001
+2.54794313360e+007, +7.57158733923e+001, -5.00737201025e+001, -3.62693331621e-007, +4.85945565960e+001
+2.56663563230e+007, +7.29282567914e+001, -4.76446872466e+001, -3.34183525056e-007, +4.91336796542e+001
+2.58546526490e+007, +7.02675943460e+001, -4.49770483772e+001, -3.05736628264e-007, +4.97065920368e+001
+2.60443303750e+007, +6.77695566532e+001, -4.20590027887e+001, -2.77426961046e-007, +5.03158709607e+001
+2.62353996360e+007, +6.54635791384e+001, -3.88798362993e+001, -2.49273898847e-007, +5.09610458862e+001
+2.64278706400e+007, +6.33678196588e+001, -3.54129328690e+001, -2.21133247998e-007, +5.16445841196e+001
+2.66217536710e+007, +6.15282758713e+001, -3.16585263291e+001, -1.93062575272e-007, +5.23723300651e+001
+2.68170590870e+007, +5.99807789134e+001, -2.76232486839e+001, -1.65050400527e-007, +5.31439008069e+001
+2.70137973250e+007, +5.87635451867e+001, -2.33226444774e+001, -1.37068375629e-007, +5.39619748430e+001
+2.72119788950e+007, +5.79153164531e+001, -1.87899463192e+001, -1.09104735539e-007, +5.48287656156e+001
+2.74116143860e+007, +5.74723759725e+001, -1.40671941667e+001, -8.11068513938e-008, +5.57488565965e+001
+2.76127144650e+007, +5.74657226426e+001, -9.22463672476e+000, -5.30968414202e-008, +5.67225429431e+001
+2.78152898760e+007, +5.79161670331e+001, -4.33467992966e+000, -2.50470388413e-008, +5.77505017650e+001
+2.80193514440e+007, +5.88422310737e+001, +5.24977551172e-001, +3.06240910840e-009, +5.88397611002e+001
+2.82249100700e+007, +6.02481297137e+001, +5.27837008687e+000, +3.12531542415e-008, +5.99926474200e+001
+2.84319767370e+007, +6.21324360879e+001, +9.85716255114e+000, +5.95410200575e-008, +6.12152118642e+001
+2.86405625100e+007, +6.44868696136e+001, +1.42077750558e+001, +8.79535445342e-008, +6.25143486429e+001
+2.88506785330e+007, +6.72928167350e+001, +1.82937036426e+001, +1.16521934365e-007, +6.38918362443e+001
+2.90623360310e+007, +7.05323788285e+001, +2.20925790363e+001, +1.45273496951e-007, +6.53537047883e+001
+2.92755463150e+007, +7.41856865361e+001, +2.55945254386e+001, +1.74228246451e-007, +6.69061275933e+001
+2.94903207750e+007, +7.82322989182e+001, +2.88030011469e+001, +2.03419760927e-007, +6.85535119131e+001
+2.97066708860e+007, +8.26588570465e+001, +3.17269296536e+001, +2.32881593312e-007, +7.03066512207e+001
+2.99246082100e+007, +8.74453066516e+001, +3.43831164645e+001, +2.62642065780e-007, +7.21668577008e+001
+3.01441443880e+007, +9.25735054105e+001, +3.67837064517e+001, +2.92673008866e-007, +7.41422766125e+001
+3.03652911520e+007, +9.80420944540e+001, +3.89534253710e+001, +3.23065623585e-007, +7.62431472234e+001
+3.05880603170e+007, +1.03845059833e+002, +4.09118521460e+001, +3.53856467959e-007, +7.84775823792e+001
+3.08124637860e+007, +1.09955025470e+002, +4.26747819394e+001, +3.84975870210e-007, +8.08403650123e+001
+3.10385135480e+007, +1.16393807421e+002, +4.42580210641e+001, +4.16520635476e-007, +8.33617395423e+001
+3.12662216810e+007, +1.23171728275e+002, +4.56776768366e+001, +4.48556532473e-007, +8.60593568019e+001
+3.14956003510e+007, +1.30291453585e+002, +4.69466077956e+001, +4.81100586811e-007, +8.89473161459e+001
+3.17266618130e+007, +1.37772989207e+002, +4.80782170145e+001, +5.14240629026e-007, +9.20482672491e+001
+3.19594184150e+007, +1.45643273199e+002, +4.90860260453e+001, +5.48097134399e-007, +9.53854411617e+001
+3.21938825900e+007, +1.53911067459e+002, +4.99771246122e+001, +5.82673195781e-007, +9.89791920285e+001
+3.24300668680e+007, +1.62579706994e+002, +5.07619109623e+001, +6.17978821875e-007, +1.02838871813e+002
+3.26679838660e+007, +1.71672878935e+002, +5.14491336242e+001, +6.54089069039e-007, +1.06988114038e+002
+3.29076462970e+007, +1.81205863780e+002, +5.20448444154e+001, +6.91023884736e-007, +1.11449674312e+002
+3.31490669650e+007, +1.91214326555e+002, +5.25582597421e+001, +7.28910827645e-007, +1.16249593748e+002
+3.33922587700e+007, +2.01728412526e+002, +5.29982514991e+001, +7.67856445797e-007, +1.21408105730e+002
+3.36372347060e+007, +2.12772613400e+002, +5.33560397342e+001, +8.07764433770e-007, +1.26991347485e+002
+3.38840078610e+007, +2.24391931360e+002, +5.36353983457e+001, +8.48728656408e-007, +1.33046799579e+002
+3.41325914190e+007, +2.36629842357e+002, +5.38372517582e+001, +8.90797680727e-007, +1.39630746749e+002
+3.43829986640e+007, +2.49535112412e+002, +5.39622840151e+001, +9.34023581001e-007, +1.46805917165e+002
+3.46352429740e+007, +2.63109205315e+002, +5.40021194373e+001, +9.78154037591e-007, +1.54643836589e+002
+3.48893378260e+007, +2.77457501292e+002, +5.39639305451e+001, +1.02348798941e-006, +1.63226704475e+002
+3.51452967960e+007, +2.92666088250e+002, +5.38518110922e+001, +1.07019927165e-006, +1.72636617448e+002
+3.54031335610e+007, +3.08807251358e+002, +5.36646090016e+001, +1.11831752593e-006, +1.82971656013e+002
+3.56628618950e+007, +3.25972136174e+002, +5.33956349715e+001, +1.16782202491e-006, +1.94372632657e+002
+3.59244956780e+007, +3.44302840132e+002, +5.30394939925e+001, +1.21883269323e-006, +2.07017033912e+002
+3.61880488860e+007, +3.63878543821e+002, +5.25901887400e+001, +1.27116454461e-006, +2.21060532941e+002
+3.64535356020e+007, +3.84797249396e+002, +5.20540354995e+001, +1.32484254959e-006, +2.36618766842e+002
+3.67209700110e+007, +4.07192864566e+002, +5.14283292959e+001, +1.37980538838e-006, +2.53881943822e+002
+3.69903664020e+007, +4.31149602460e+002, +5.07047909583e+001, +1.43562331151e-006, +2.73054012101e+002
+3.72617391670e+007, +4.56867163712e+002, +4.98847889931e+001, +1.49233612329e-006, +2.94371702814e+002
+3.75351028070e+007, +4.84505902190e+002, +4.89846476640e+001, +1.55010198232e-006, +3.17962438815e+002
+3.78104719280e+007, +5.14260466253e+002, +4.79459300425e+001, +1.60729375095e-006, +3.44467917700e+002
+3.80878612410e+007, +5.46365508818e+002, +4.67556382616e+001, +1.66306662462e-006, +3.74321189905e+002
+3.83672855680e+007, +5.79413590555e+002, +4.52077751591e+001, +1.70569724465e-006, +4.08218841980e+002
+3.86487598390e+007, +6.16735426190e+002, +4.36531113660e+001, +1.75313508360e-006, +4.46227998324e+002
+3.89322990910e+007, +6.57075329373e+002, +4.18344182423e+001, +1.79158806849e-006, +4.89570710766e+002
+3.92179184760e+007, +7.00490679480e+002, +3.97755617834e+001, +1.81873713697e-006, +5.38366649486e+002
+3.95056332520e+007, +7.46979608052e+002, +3.74692581912e+001, +1.83068293417e-006, +5.92862666601e+002
+3.97954587930e+007, +7.96574287253e+002, +3.48842174262e+001, +1.82199899721e-006, +6.53437412947e+002
+4.00874105840e+007, +8.48976842383e+002, +3.19992115730e+001, +1.78610964338e-006, +7.19979385562e+002
+4.03815042230e+007, +9.03487054623e+002, +2.88201999020e+001, +1.71657587045e-006, +7.91578239729e+002
+4.06777554240e+007, +9.59534126631e+002, +2.53188698698e+001, +1.60552743618e-006, +8.67362961462e+002
+4.09761800160e+007, +1.01652961571e+003, +2.14222754088e+001, +1.44206728605e-006, +9.46301537829e+002
+4.12767939430e+007, +1.07274317109e+003, +1.71107926507e+001, +1.21697779911e-006, +1.02526099476e+003
+4.15796132660e+007, +1.12625236410e+003, +1.23925819123e+001, +9.25173278532e-007, +1.10001076504e+003
+4.18846541660e+007, +1.17448272081e+003, +7.27464739537e+000, +5.65110889607e-007, +1.16502880419e+003
+4.21919329400e+007, +1.21513901168e+003, +1.76510998454e+000, +1.41187781601e-007, +1.21456243125e+003
+4.25014660060e+007, +1.24424513348e+003, -3.96693941603e+000, -3.22335453831e-007, +1.24126408985e+003
+4.28132699030e+007, +1.25987668609e+003, -9.80060385222e+000, -7.97223448544e-007, +1.24149017746e+003
+4.31273612890e+007, +1.26137340014e+003, -1.56005931725e+001, -1.25184289563e-006, +1.21490412994e+003
+4.34437569470e+007, +1.24933604389e+003, -2.12404680311e+001, -1.65813527330e-006, +1.16446633904e+003
+4.37624737810e+007, +1.22497355080e+003, -2.65815446195e+001, -1.99347100795e-006, +1.09549190717e+003
+4.40835288200e+007, +1.19166169570e+003, -3.15753566825e+001, -2.25274788660e-006, +1.01523883355e+003
+4.44069392190e+007, +1.15241162250e+003, -3.61975449281e+001, -2.43920950743e-006, +9.29979605735e+002
+4.47327222560e+007, +1.10937670291e+003, -4.04187798997e+001, -2.55915391158e-006, +8.44597140980e+002
+4.50608953380e+007, +1.06464229233e+003, -4.42525246084e+001, -2.62402941873e-006, +7.62572608225e+002
+4.53914759990e+007, +1.01977548652e+003, -4.77297741107e+001, -2.64588403179e-006, +6.85929616030e+002
+4.57244819030e+007, +9.75872340633e+002, -5.08643269257e+001, -2.63470596169e-006, +6.15930475417e+002
+4.60599308400e+007, +9.33481885337e+002, -5.36820256379e+001, -2.59895660350e-006, +5.52869562581e+002
+4.63978407350e+007, +8.93050570789e+002, -5.62074633762e+001, -2.54582875338e-006, +4.96703444974e+002
+4.67382296410e+007, +8.54800618988e+002, -5.84759033828e+001, -2.48122705343e-006, +4.46938580733e+002
+4.70811157460e+007, +8.18856572228e+002, -6.05128985915e+001, -2.40953534389e-006, +4.03063814002e+002
+4.74265173690e+007, +7.85215264710e+002, -6.23365099605e+001, -2.33382991031e-006, +3.64557985575e+002
+4.77744529650e+007, +7.53820346607e+002, -6.39868778956e+001, -2.25685639347e-006, +3.30608251554e+002
+4.81249411240e+007, +7.24488795111e+002, -6.54846006142e+001, -2.17997387181e-006, +3.00617785285e+002
+4.84780005730e+007, +6.97126303711e+002, -6.68501758932e+001, -2.10440428447e-006, +2.74066032170e+002
+4.88336501750e+007, +6.71617839256e+002, -6.80965051645e+001, -2.03087809353e-006, +2.50543258119e+002
+4.91919089320e+007, +6.48165043628e+002, -6.92518463946e+001, -1.96106402307e-006, +2.29619533299e+002
+4.95527959860e+007, +6.26142492792e+002, -7.03112234789e+001, -1.89348702412e-006, +2.10954187218e+002
+4.99163306200e+007, +6.05385425632e+002, -7.12786346015e+001, -1.82810439364e-006, +1.94308247330e+002
+5.02825322560e+007, +5.85703569190e+002, -7.21631160997e+001, -1.76476536817e-006, +1.79405788788e+002
+5.06514204600e+007, +5.67095836449e+002, -7.29708262751e+001, -1.70378036195e-006, +1.66078890300e+002
+5.10230149430e+007, +5.49189371943e+002, -7.36972858944e+001, -1.64419476849e-006, +1.54164142898e+002
+5.13973355570e+007, +5.32080231170e+002, -7.43527961489e+001, -1.58655885273e-006, +1.43509084631e+002
+5.17744023030e+007, +5.16094803945e+002, -7.49632477436e+001, -1.53215803135e-006, +1.33894904572e+002
+5.21542353270e+007, +5.01130919767e+002, -7.55366002885e+001, -1.48079518224e-006, +1.25163212530e+002
+5.25368549240e+007, +4.87131584660e+002, -7.60757091648e+001, -1.43234998226e-006, +1.17223130697e+002
+5.29222815370e+007, +4.74000624658e+002, -7.65897694336e+001, -1.38661150172e-006, +1.09930981284e+002
+5.33105357580e+007, +4.61813572644e+002, -7.71043739012e+001, -1.34393913424e-006, +1.03065568771e+002
+5.37016383330e+007, +4.50237704740e+002, -7.75803471983e+001, -1.30313839257e-006, +9.68327668182e+001
+5.40956101560e+007, +4.39225968508e+002, -7.80191153588e+001, -1.26409956998e-006, +9.11768736928e+001
+5.44924722790e+007, +4.28757864765e+002, -7.84206219153e+001, -1.22677687111e-006, +8.60625677935e+001
